52d2463b66b435553d95707fb95fbc07aa00ddcc,DELETE,regular-file,.wwebjs_auth/session-client/MediaFoundationWidevineCdm/x64/1.0.2738.0/Google.Widevine.CDM.dll,2877728,
a208e7e5840b870497ec06189127dec1daa11cea,DELETE,regular-file,node_modules/whatsapp-web.js/node_modules/puppeteer-core/.local-chromium/win64-1045629/chrome-win/D3DCompiler_47.dll,4891080,
fb80817b392100afe8315b9b3ec97f66492044d6,DELETE,regular-file,node_modules/whatsapp-web.js/node_modules/puppeteer-core/.local-chromium/win64-1045629/chrome-win/chrome.dll,134,
7e6d708fde4f02f5500f8ddcd3731885054899af,DELETE,regular-file,node_modules/whatsapp-web.js/node_modules/puppeteer-core/.local-chromium/win64-1045629/chrome-win/chrome_elf.dll,1218048,
cdb2fa5ecf6d25f41280b60bc4f4b08a26d84611,DELETE,regular-file,node_modules/whatsapp-web.js/node_modules/puppeteer-core/.local-chromium/win64-1045629/chrome-win/chrome_wer.dll,113664,
3934e86f42c9f61ae796356cf8a65adc8ea2eab4,DELETE,regular-file,node_modules/whatsapp-web.js/node_modules/puppeteer-core/.local-chromium/win64-1045629/chrome-win/eventlog_provider.dll,6656,
5e7c207adf173008fd8c18665ff4661f8b91885c,DELETE,regular-file,node_modules/whatsapp-web.js/node_modules/puppeteer-core/.local-chromium/win64-1045629/chrome-win/libEGL.dll,458752,
86b19239594dfabcfdbad167f70cb12717acc3e3,DELETE,regular-file,node_modules/whatsapp-web.js/node_modules/puppeteer-core/.local-chromium/win64-1045629/chrome-win/libGLESv2.dll,6544896,
ad15c603d1dad7fc53eb78e049c15c122f84f5b2,DELETE,regular-file,node_modules/whatsapp-web.js/node_modules/puppeteer-core/.local-chromium/win64-1045629/chrome-win/mojo_core.dll,1541120,
c5155971c9a60bc532094121ceffa7f11f658162,DELETE,regular-file,node_modules/whatsapp-web.js/node_modules/puppeteer-core/.local-chromium/win64-1045629/chrome-win/vk_swiftshader.dll,4298240,
42e042d34cbfd259699d92b27f71a8333dccefea,DELETE,regular-file,node_modules/whatsapp-web.js/node_modules/puppeteer-core/.local-chromium/win64-1045629/chrome-win/vulkan-1.dll,856064,
